Freq: 0, terno [02,26,32], data 0000-00-00 Ruota: BARI
Freq: 0, terno [14,61,63], data 0000-00-00 Ruota: BARI
Freq: 0, terno [07,56,80], data 0000-00-00 Ruota: BARI
Freq: 0, terno [06,21,83], data 0000-00-00 Ruota: BARI
Freq: 0, terno [43,58,68], data 0000-00-00 Ruota: BARI
Freq: 0, terno [05,18,24], data 0000-00-00 Ruota: BARI
Freq: 0, terno [09,44,76], data 0000-00-00 Ruota: BARI
Freq: 0, terno [15,24,51], data 0000-00-00 Ruota: BARI
Freq: 0, terno [20,35,44], data 0000-00-00 Ruota: BARI
Freq: 0, terno [02,11,60], data 0000-00-00 Ruota: BARI
Freq: 0, terno [13,15,33], data 0000-00-00 Ruota: BARI
Freq: 0, terno [15,20,47], data 0000-00-00 Ruota: BARI
Freq: 0, terno [33,38,44], data 0000-00-00 Ruota: BARI
Freq: 0, terno [31,34,53], data 0000-00-00 Ruota: BARI
Freq: 0, terno [12,53,70], data 0000-00-00 Ruota: BARI
Freq: 0, terno [07,11,28], data 0000-00-00 Ruota: BARI
Freq: 0, terno [08,17,61], data 0000-00-00 Ruota: BARI
Freq: 0, terno [16,46,75], data 0000-00-00 Ruota: BARI
Freq: 0, terno [02,25,69], data 0000-00-00 Ruota: BARI
Freq: 0, terno [49,60,77], data 0000-00-00 Ruota: BARI
Freq: 0, terno [11,19,50], data 0000-00-00 Ruota: BARI
Freq: 0, terno [18,21,23], data 0000-00-00 Ruota: BARI
Freq: 0, terno [30,49,82], data 0000-00-00 Ruota: BARI
Freq: 0, terno [38,69,76], data 0000-00-00 Ruota: BARI
Freq: 0, terno [09,43,80], data 0000-00-00 Ruota: BARI
Freq: 0, terno [28,29,34], data 0000-00-00 Ruota: BARI
Freq: 0, terno [26,79,84], data 0000-00-00 Ruota: BARI
Freq: 0, terno [16,54,60], data 0000-00-00 Ruota: BARI
Freq: 0, terno [06,43,44], data 0000-00-00 Ruota: BARI
Freq: 0, terno [09,72,81], data 0000-00-00 Ruota: BARI
Freq: 0, terno [12,54,63], data 0000-00-00 Ruota: BARI
Freq: 0, terno [40,74,83], data 0000-00-00 Ruota: BARI
Freq: 0, terno [33,54,87], data 0000-00-00 Ruota: BARI
Freq: 0, terno [45,58,59], data 0000-00-00 Ruota: BARI
Freq: 0, terno [08,20,30], data 0000-00-00 Ruota: BARI
Freq: 0, terno [14,19,41], data 0000-00-00 Ruota: BARI
Freq: 0, terno [14,35,88], data 0000-00-00 Ruota: BARI
Freq: 0, terno [37,44,48], data 0000-00-00 Ruota: BARI
Freq: 0, terno [12,72,88], data 0000-00-00 Ruota: BARI
Freq: 0, terno [06,37,61], data 0000-00-00 Ruota: BARI
Freq: 0, terno [13,83,90], data 0000-00-00 Ruota: BARI
Freq: 0, terno [28,63,87], data 0000-00-00 Ruota: BARI
Freq: 0, terno [07,37,80], data 0000-00-00 Ruota: BARI
Freq: 0, terno [25,33,67], data 0000-00-00 Ruota: BARI
Freq: 0, terno [37,39,66], data 0000-00-00 Ruota: BARI
Freq: 0, terno [01,12,18], data 0000-00-00 Ruota: BARI
Freq: 0, terno [49,52,72], data 0000-00-00 Ruota: BARI
Freq: 0, terno [23,52,69], data 0000-00-00 Ruota: BARI
Freq: 0, terno [11,42,45], data 0000-00-00 Ruota: BARI
Freq: 0, terno [43,56,66], data 0000-00-00 Ruota: BARI
Freq: 0, terno [23,70,77], data 0000-00-00 Ruota: BARI
Freq: 0, terno [49,52,79], data 0000-00-00 Ruota: BARI
Freq: 0, terno [36,77,79], data 0000-00-00 Ruota: BARI
Freq: 0, terno [45,68,86], data 0000-00-00 Ruota: BARI
Freq: 0, terno [09,50,63], data 0000-00-00 Ruota: BARI
Freq: 0, terno [38,51,85], data 0000-00-00 Ruota: BARI
Freq: 0, terno [03,35,78], data 0000-00-00 Ruota: BARI
Freq: 0, terno [28,65,78], data 0000-00-00 Ruota: BARI
Freq: 0, terno [37,77,82], data 0000-00-00 Ruota: BARI
Freq: 0, terno [28,36,51], data 0000-00-00 Ruota: BARI
Freq: 0, terno [23,41,73], data 0000-00-00 Ruota: BARI
Freq: 0, terno [39,55,87], data 0000-00-00 Ruota: BARI
Freq: 0, terno [20,23,49], data 0000-00-00 Ruota: BARI
Freq: 0, terno [01,57,81], data 0000-00-00 Ruota: BARI
Freq: 0, terno [42,49,50], data 0000-00-00 Ruota: BARI
Freq: 0, terno [38,79,85], data 0000-00-00 Ruota: BARI
Freq: 0, terno [43,45,83], data 0000-00-00 Ruota: BARI
Freq: 0, terno [23,37,83], data 0000-00-00 Ruota: BARI
Freq: 0, terno [29,58,71], data 0000-00-00 Ruota: BARI
Freq: 0, terno [38,44,60], data 0000-00-00 Ruota: BARI
Freq: 0, terno [19,27,35], data 0000-00-00 Ruota: BARI
Freq: 0, terno [03,25,71], data 0000-00-00 Ruota: BARI
Freq: 0, terno [18,30,33], data 0000-00-00 Ruota: BARI
Freq: 0, terno [17,37,40], data 0000-00-00 Ruota: BARI
Freq: 0, terno [51,68,80], data 0000-00-00 Ruota: BARI
Freq: 0, terno [11,15,27], data 0000-00-00 Ruota: BARI
Freq: 0, terno [29,39,83], data 0000-00-00 Ruota: BARI
Freq: 0, terno [30,52,88], data 0000-00-00 Ruota: BARI
Freq: 0, terno [13,28,39], data 0000-00-00 Ruota: BARI
Freq: 0, terno [29,43,52], data 0000-00-00 Ruota: BARI
Freq: 0, terno [48,61,74], data 0000-00-00 Ruota: BARI
Freq: 0, terno [22,36,88], data 0000-00-00 Ruota: BARI
Freq: 0, terno [08,33,90], data 0000-00-00 Ruota: BARI
Freq: 0, terno [28,57,59], data 0000-00-00 Ruota: BARI
Freq: 0, terno [19,31,48], data 0000-00-00 Ruota: BARI
Freq: 0, terno [12,41,54], data 0000-00-00 Ruota: BARI
Freq: 0, terno [26,73,88], data 0000-00-00 Ruota: BARI
Freq: 0, terno [33,83,86], data 0000-00-00 Ruota: BARI
Freq: 0, terno [20,23,86], data 0000-00-00 Ruota: BARI
Freq: 0, terno [17,56,69], data 0000-00-00 Ruota: BARI
Freq: 0, terno [45,61,68], data 0000-00-00 Ruota: BARI
Freq: 0, terno [42,61,81], data 0000-00-00 Ruota: BARI
Freq: 0, terno [01,14,24], data 0000-00-00 Ruota: BARI
Freq: 0, terno [09,35,39], data 0000-00-00 Ruota: BARI
Freq: 0, terno [21,38,71], data 0000-00-00 Ruota: BARI
Freq: 0, terno [01,41,62], data 0000-00-00 Ruota: BARI
Freq: 0, terno [06,14,82], data 0000-00-00 Ruota: BARI
Freq: 0, terno [16,31,76], data 0000-00-00 Ruota: BARI
Freq: 0, terno [09,32,84], data 0000-00-00 Ruota: BARI
Freq: 0, terno [15,66,77], data 0000-00-00 Ruota: BARI
Freq: 0, terno [14,53,90], data 0000-00-00 Ruota: BARI
Freq: 0, terno [29,37,57], data 0000-00-00 Ruota: BARI
Freq: 0, terno [03,53,86], data 0000-00-00 Ruota: BARI
Freq: 0, terno [10,81,82], data 0000-00-00 Ruota: BARI
Freq: 0, terno [12,22,38], data 0000-00-00 Ruota: BARI
Freq: 0, terno [43,69,84], data 0000-00-00 Ruota: BARI
Freq: 0, terno [25,47,85], data 0000-00-00 Ruota: BARI
Freq: 0, terno [01,08,27], data 0000-00-00 Ruota: BARI
Freq: 0, terno [13,63,71], data 0000-00-00 Ruota: BARI
Freq: 0, terno [41,77,90], data 0000-00-00 Ruota: BARI
Freq: 0, terno [27,55,61], data 0000-00-00 Ruota: BARI
Freq: 0, terno [32,52,58], data 0000-00-00 Ruota: BARI
Freq: 0, terno [29,64,90], data 0000-00-00 Ruota: BARI
Freq: 0, terno [33,34,51], data 0000-00-00 Ruota: BARI
Freq: 0, terno [01,08,34], data 0000-00-00 Ruota: BARI
Freq: 0, terno [06,81,85], data 0000-00-00 Ruota: BARI
Freq: 0, terno [27,69,70], data 0000-00-00 Ruota: BARI
Freq: 0, terno [08,17,31], data 0000-00-00 Ruota: BARI
Freq: 0, terno [07,43,87], data 0000-00-00 Ruota: BARI
Freq: 0, terno [02,32,65], data 0000-00-00 Ruota: BARI
Freq: 0, terno [04,22,64], data 0000-00-00 Ruota: BARI
Freq: 0, terno [44,55,89], data 0000-00-00 Ruota: BARI
Freq: 0, terno [04,55,89], data 0000-00-00 Ruota: BARI
Freq: 0, terno [23,54,90], data 0000-00-00 Ruota: BARI
Freq: 0, terno [34,59,70], data 0000-00-00 Ruota: BARI
Freq: 0, terno [27,42,61], data 0000-00-00 Ruota: BARI
Freq: 0, terno [01,56,66], data 0000-00-00 Ruota: BARI
Freq: 0, terno [28,57,74], data 0000-00-00 Ruota: BARI
Freq: 0, terno [26,46,86], data 0000-00-00 Ruota: BARI
Freq: 0, terno [07,36,65], data 0000-00-00 Ruota: BARI
Freq: 0, terno [37,61,89], data 0000-00-00 Ruota: BARI
Freq: 0, terno [17,52,60], data 0000-00-00 Ruota: BARI
Freq: 0, terno [30,51,77], data 0000-00-00 Ruota: BARI
Freq: 0, terno [29,54,90], data 0000-00-00 Ruota: BARI
Freq: 0, terno [20,51,88], data 0000-00-00 Ruota: BARI
Freq: 0, terno [17,21,86], data 0000-00-00 Ruota: BARI
Freq: 0, terno [30,63,70], data 0000-00-00 Ruota: BARI
Freq: 0, terno [02,09,75], data 0000-00-00 Ruota: BARI
Freq: 0, terno [11,35,89], data 0000-00-00 Ruota: BARI
Freq: 0, terno [39,58,67], data 0000-00-00 Ruota: BARI
Freq: 0, terno [35,42,57], data 0000-00-00 Ruota: BARI
Freq: 0, terno [07,13,71], data 0000-00-00 Ruota: BARI
Freq: 0, terno [01,29,64], data 0000-00-00 Ruota: BARI
Freq: 0, terno [22,42,43], data 0000-00-00 Ruota: BARI
Freq: 0, terno [47,49,80], data 0000-00-00 Ruota: BARI
Freq: 0, terno [12,67,79], data 0000-00-00 Ruota: BARI
Freq: 0, terno [12,53,87], data 0000-00-00 Ruota: BARI
Freq: 0, terno [13,55,68], data 0000-00-00 Ruota: BARI
Freq: 0, terno [24,28,60], data 0000-00-00 Ruota: BARI
Freq: 0, terno [31,69,83], data 0000-00-00 Ruota: BARI
Freq: 0, terno [19,38,75], data 0000-00-00 Ruota: BARI
Freq: 0, terno [18,55,80], data 0000-00-00 Ruota: BARI
Freq: 0, terno [08,16,76], data 0000-00-00 Ruota: BARI
Freq: 0, terno [41,79,83], data 0000-00-00 Ruota: BARI
Freq: 0, terno [31,73,84], data 0000-00-00 Ruota: BARI
Freq: 0, terno [38,74,84], data 0000-00-00 Ruota: BARI
Freq: 0, terno [02,03,14], data 0000-00-00 Ruota: BARI
Freq: 0, terno [21,60,87], data 0000-00-00 Ruota: BARI
Freq: 0, terno [11,20,71], data 0000-00-00 Ruota: BARI
Freq: 0, terno [05,20,56], data 0000-00-00 Ruota: BARI
Freq: 0, terno [10,13,47], data 0000-00-00 Ruota: BARI
Freq: 0, terno [17,21,24], data 0000-00-00 Ruota: BARI
Freq: 0, terno [08,55,81], data 0000-00-00 Ruota: BARI
Freq: 0, terno [25,44,55], data 0000-00-00 Ruota: BARI
Freq: 0, terno [35,56,76], data 0000-00-00 Ruota: BARI
Freq: 0, terno [47,48,78], data 0000-00-00 Ruota: BARI
Freq: 0, terno [10,14,51], data 0000-00-00 Ruota: BARI
Freq: 0, terno [11,34,71], data 0000-00-00 Ruota: BARI
Freq: 0, terno [28,57,80], data 0000-00-00 Ruota: BARI
Freq: 0, terno [45,46,68], data 0000-00-00 Ruota: BARI
Freq: 0, terno [20,77,88], data 0000-00-00 Ruota: BARI
Freq: 0, terno [24,32,64], data 0000-00-00 Ruota: BARI
Freq: 0, terno [33,56,64], data 0000-00-00 Ruota: BARI
Freq: 0, terno [33,53,85], data 0000-00-00 Ruota: BARI
Freq: 0, terno [19,47,80], data 0000-00-00 Ruota: BARI
Freq: 0, terno [06,28,83], data 0000-00-00 Ruota: BARI
Freq: 0, terno [02,15,47], data 0000-00-00 Ruota: BARI
Freq: 0, terno [21,37,58], data 0000-00-00 Ruota: BARI
Freq: 0, terno [36,56,81], data 0000-00-00 Ruota: BARI
Freq: 0, terno [45,53,68], data 0000-00-00 Ruota: BARI
Freq: 0, terno [10,39,83], data 0000-00-00 Ruota: BARI
Freq: 0, terno [45,48,88], data 0000-00-00 Ruota: BARI
Freq: 0, terno [33,42,65], data 0000-00-00 Ruota: BARI
Freq: 0, terno [35,78,85], data 0000-00-00 Ruota: BARI
Freq: 0, terno [35,76,79], data 0000-00-00 Ruota: BARI
Freq: 0, terno [29,58,61], data 0000-00-00 Ruota: BARI
Freq: 0, terno [05,13,49], data 0000-00-00 Ruota: BARI
Freq: 0, terno [02,29,75], data 0000-00-00 Ruota: BARI
Freq: 0, terno [42,48,71], data 0000-00-00 Ruota: BARI
Freq: 0, terno [09,54,68], data 0000-00-00 Ruota: BARI
Freq: 0, terno [35,50,73], data 0000-00-00 Ruota: BARI
Freq: 0, terno [03,51,54], data 0000-00-00 Ruota: BARI
Freq: 0, terno [34,39,63], data 0000-00-00 Ruota: BARI
Freq: 0, terno [14,26,86], data 0000-00-00 Ruota: BARI
Freq: 0, terno [17,24,31], data 0000-00-00 Ruota: BARI
Freq: 0, terno [08,27,42], data 0000-00-00 Ruota: BARI
Freq: 0, terno [02,48,53], data 0000-00-00 Ruota: BARI
Freq: 0, terno [06,43,89], data 0000-00-00 Ruota: BARI
Freq: 0, terno [19,36,47], data 0000-00-00 Ruota: BARI
Freq: 0, terno [12,30,59], data 0000-00-00 Ruota: BARI
Freq: 0, terno [03,45,61], data 0000-00-00 Ruota: BARI
Freq: 0, terno [38,62,66], data 0000-00-00 Ruota: BARI
Freq: 0, terno [14,20,78], data 0000-00-00 Ruota: BARI
Freq: 0, terno [08,11,84], data 0000-00-00 Ruota: BARI
Freq: 0, terno [21,57,73], data 0000-00-00 Ruota: BARI
Freq: 0, terno [03,20,53], data 0000-00-00 Ruota: BARI
Freq: 0, terno [33,54,75], data 0000-00-00 Ruota: BARI
Freq: 0, terno [41,52,81], data 0000-00-00 Ruota: BARI
Freq: 0, terno [26,79,88], data 0000-00-00 Ruota: BARI
Freq: 0, terno [07,14,75], data 0000-00-00 Ruota: BARI
Freq: 0, terno [08,52,80], data 0000-00-00 Ruota: BARI
Freq: 0, terno [32,60,85], data 0000-00-00 Ruota: BARI
Freq: 0, terno [33,42,55], data 0000-00-00 Ruota: BARI
Freq: 0, terno [05,29,72], data 0000-00-00 Ruota: BARI
Freq: 0, terno [33,38,81], data 0000-00-00 Ruota: BARI
Freq: 0, terno [44,51,68], data 0000-00-00 Ruota: BARI
Freq: 0, terno [51,79,88], data 0000-00-00 Ruota: BARI
Freq: 0, terno [26,34,70], data 0000-00-00 Ruota: BARI
Freq: 0, terno [21,48,52], data 0000-00-00 Ruota: BARI
Freq: 0, terno [18,57,71], data 0000-00-00 Ruota: BARI
Freq: 0, terno [01,27,86], data 0000-00-00 Ruota: BARI
Freq: 0, terno [04,29,86], data 0000-00-00 Ruota: BARI
Freq: 0, terno [13,31,36], data 0000-00-00 Ruota: BARI
Freq: 0, terno [07,40,78], data 0000-00-00 Ruota: BARI
Freq: 0, terno [18,37,81], data 0000-00-00 Ruota: BARI
Freq: 0, terno [15,60,73], data 0000-00-00 Ruota: BARI
Freq: 0, terno [07,64,72], data 0000-00-00 Ruota: BARI
Freq: 0, terno [35,38,44], data 0000-00-00 Ruota: BARI
Freq: 0, terno [36,39,77], data 0000-00-00 Ruota: BARI
Freq: 0, terno [03,04,71], data 0000-00-00 Ruota: BARI
Freq: 0, terno [36,43,58], data 0000-00-00 Ruota: BARI
Freq: 0, terno [33,34,38], data 0000-00-00 Ruota: BARI
Freq: 0, terno [28,54,90], data 0000-00-00 Ruota: BARI
Freq: 0, terno [03,22,51], data 0000-00-00 Ruota: BARI
Freq: 0, terno [17,77,80], data 0000-00-00 Ruota: BARI
Freq: 0, terno [10,43,47], data 0000-00-00 Ruota: BARI
Freq: 0, terno [11,53,89], data 0000-00-00 Ruota: BARI
Freq: 0, terno [16,19,34], data 0000-00-00 Ruota: BARI
Freq: 0, terno [12,27,49], data 0000-00-00 Ruota: BARI
Freq: 0, terno [11,36,83], data 0000-00-00 Ruota: BARI
Freq: 0, terno [29,45,65], data 0000-00-00 Ruota: BARI
Freq: 0, terno [38,59,63], data 0000-00-00 Ruota: BARI
Freq: 0, terno [41,42,57], data 0000-00-00 Ruota: BARI
Freq: 0, terno [49,66,70], data 0000-00-00 Ruota: BARI
Freq: 0, terno [02,53,68], data 0000-00-00 Ruota: BARI
Freq: 0, terno [06,10,56], data 0000-00-00 Ruota: BARI
Freq: 0, terno [18,44,76], data 0000-00-00 Ruota: BARI
Freq: 0, terno [19,37,74], data 0000-00-00 Ruota: BARI
Freq: 0, terno [31,34,80], data 0000-00-00 Ruota: BARI
Freq: 0, terno [37,44,84], data 0000-00-00 Ruota: BARI
Freq: 0, terno [23,33,57], data 0000-00-00 Ruota: BARI
Freq: 0, terno [04,12,43], data 0000-00-00 Ruota: BARI
Freq: 0, terno [02,09,15], data 0000-00-00 Ruota: BARI
Freq: 0, terno [30,47,87], data 0000-00-00 Ruota: BARI
Freq: 0, terno [05,08,90], data 0000-00-00 Ruota: BARI
Freq: 0, terno [26,41,77], data 0000-00-00 Ruota: BARI
Freq: 0, terno [41,66,78], data 0000-00-00 Ruota: BARI
Freq: 0, terno [31,52,63], data 0000-00-00 Ruota: BARI
Freq: 0, terno [13,58,71], data 0000-00-00 Ruota: BARI
Freq: 0, terno [34,42,86], data 0000-00-00 Ruota: BARI
Freq: 0, terno [24,44,51], data 0000-00-00 Ruota: BARI
Freq: 0, terno [02,36,58], data 0000-00-00 Ruota: BARI
Freq: 0, terno [49,78,79], data 0000-00-00 Ruota: BARI
Freq: 0, terno [34,81,90], data 0000-00-00 Ruota: BARI
Freq: 0, terno [21,49,62], data 0000-00-00 Ruota: BARI
Freq: 0, terno [19,73,77], data 0000-00-00 Ruota: BARI
Freq: 0, terno [27,57,68], data 0000-00-00 Ruota: BARI
Freq: 0, terno [23,75,76], data 0000-00-00 Ruota: BARI
Freq: 0, terno [22,23,32], data 0000-00-00 Ruota: BARI
Freq: 0, terno [21,31,57], data 0000-00-00 Ruota: BARI
Freq: 0, terno [39,59,79], data 0000-00-00 Ruota: BARI
Freq: 0, terno [39,64,82], data 0000-00-00 Ruota: BARI
Freq: 0, terno [19,24,33], data 0000-00-00 Ruota: BARI
Freq: 0, terno [36,69,78], data 0000-00-00 Ruota: BARI
Freq: 0, terno [36,61,63], data 0000-00-00 Ruota: BARI
Freq: 0, terno [33,43,88], data 0000-00-00 Ruota: BARI
Freq: 0, terno [35,42,67], data 0000-00-00 Ruota: BARI
Freq: 0, terno [30,45,87], data 0000-00-00 Ruota: BARI
Freq: 0, terno [05,47,52], data 0000-00-00 Ruota: BARI
Freq: 0, terno [34,43,77], data 0000-00-00 Ruota: BARI
Freq: 0, terno [15,29,72], data 0000-00-00 Ruota: BARI
Freq: 0, terno [34,59,72], data 0000-00-00 Ruota: BARI
Freq: 0, terno [04,81,87], data 0000-00-00 Ruota: BARI
Freq: 0, terno [17,70,78], data 0000-00-00 Ruota: BARI
Freq: 0, terno [23,31,46], data 0000-00-00 Ruota: BARI
Freq: 0, terno [37,58,84], data 0000-00-00 Ruota: BARI
Freq: 0, terno [31,67,68], data 0000-00-00 Ruota: BARI
Freq: 0, terno [17,40,90], data 0000-00-00 Ruota: BARI
Freq: 0, terno [14,27,90], data 0000-00-00 Ruota: BARI
Freq: 0, terno [11,18,48], data 0000-00-00 Ruota: BARI
Freq: 0, terno [05,33,42], data 0000-00-00 Ruota: BARI
Freq: 0, terno [05,08,88], data 0000-00-00 Ruota: BARI
Freq: 0, terno [21,27,43], data 0000-00-00 Ruota: BARI
Freq: 0, terno [21,77,80], data 0000-00-00 Ruota: BARI
Freq: 0, terno [48,82,87], data 0000-00-00 Ruota: BARI
Freq: 0, terno [32,50,75], data 0000-00-00 Ruota: BARI
Freq: 0, terno [46,47,90], data 0000-00-00 Ruota: BARI
Freq: 0, terno [44,50,56], data 0000-00-00 Ruota: BARI
Freq: 0, terno [29,71,81], data 0000-00-00 Ruota: BARI
Freq: 0, terno [01,31,75], data 0000-00-00 Ruota: BARI
Freq: 0, terno [09,30,73], data 0000-00-00 Ruota: BARI
Freq: 0, terno [36,53,63], data 0000-00-00 Ruota: BARI
Freq: 0, terno [13,42,53], data 0000-00-00 Ruota: BARI
Freq: 0, terno [01,19,39], data 0000-00-00 Ruota: BARI
Freq: 0, terno [20,42,48], data 0000-00-00 Ruota: BARI
Freq: 0, terno [31,65,84], data 0000-00-00 Ruota: BARI
Freq: 0, terno [31,42,64], data 0000-00-00 Ruota: BARI
Freq: 0, terno [11,30,86], data 0000-00-00 Ruota: BARI
Freq: 0, terno [29,40,82], data 0000-00-00 Ruota: BARI
Freq: 0, terno [23,44,55], data 0000-00-00 Ruota: BARI
Freq: 0, terno [36,68,79], data 0000-00-00 Ruota: BARI
Freq: 0, terno [34,72,79], data 0000-00-00 Ruota: BARI
Freq: 0, terno [11,64,86], data 0000-00-00 Ruota: BARI
Freq: 0, terno [18,66,67], data 0000-00-00 Ruota: BARI
Freq: 0, terno [20,21,67], data 0000-00-00 Ruota: BARI
Freq: 0, terno [32,38,67], data 0000-00-00 Ruota: BARI
Freq: 0, terno [17,39,79], data 0000-00-00 Ruota: BARI
Freq: 0, terno [09,57,62], data 0000-00-00 Ruota: BARI
Freq: 0, terno [10,19,82], data 0000-00-00 Ruota: BARI
Freq: 0, terno [10,14,21], data 0000-00-00 Ruota: BARI
Freq: 0, terno [41,63,66], data 0000-00-00 Ruota: BARI
Freq: 0, terno [14,19,44], data 0000-00-00 Ruota: BARI
Freq: 0, terno [11,46,79], data 0000-00-00 Ruota: BARI
Freq: 0, terno [41,52,83], data 0000-00-00 Ruota: BARI
Freq: 0, terno [13,60,88], data 0000-00-00 Ruota: BARI
Freq: 0, terno [31,36,65], data 0000-00-00 Ruota: BARI
Freq: 0, terno [39,42,53], data 0000-00-00 Ruota: BARI
Freq: 0, terno [37,62,66], data 0000-00-00 Ruota: BARI
Freq: 0, terno [41,84,87], data 0000-00-00 Ruota: BARI
Freq: 0, terno [36,63,66], data 0000-00-00 Ruota: BARI
Freq: 0, terno [43,49,74], data 0000-00-00 Ruota: BARI
Freq: 0, terno [27,29,49], data 0000-00-00 Ruota: BARI
Freq: 0, terno [35,44,61], data 0000-00-00 Ruota: BARI
Freq: 0, terno [20,43,57], data 0000-00-00 Ruota: BARI
Freq: 0, terno [47,69,79], data 0000-00-00 Ruota: BARI
Freq: 0, terno [29,62,75], data 0000-00-00 Ruota: BARI
Freq: 0, terno [17,57,80], data 0000-00-00 Ruota: BARI
Freq: 0, terno [33,74,86], data 0000-00-00 Ruota: BARI
Freq: 0, terno [05,81,89], data 0000-00-00 Ruota: BARI
Freq: 0, terno [29,44,73], data 0000-00-00 Ruota: BARI
Freq: 0, terno [33,44,77], data 0000-00-00 Ruota: BARI
Freq: 0, terno [06,38,76], data 0000-00-00 Ruota: BARI
Freq: 0, terno [19,80,88], data 0000-00-00 Ruota: BARI
Freq: 0, terno [20,47,62], data 0000-00-00 Ruota: BARI
Freq: 0, terno [11,13,50], data 0000-00-00 Ruota: BARI
Freq: 0, terno [28,69,73], data 0000-00-00 Ruota: BARI
Freq: 0, terno [19,44,82], data 0000-00-00 Ruota: BARI
Freq: 0, terno [22,43,63], data 0000-00-00 Ruota: BARI
Freq: 0, terno [06,43,80], data 0000-00-00 Ruota: BARI
Freq: 0, terno [02,22,54], data 0000-00-00 Ruota: BARI
Freq: 0, terno [22,24,40], data 0000-00-00 Ruota: BARI
Freq: 0, terno [11,17,35], data 0000-00-00 Ruota: BARI
Freq: 0, terno [07,29,53], data 0000-00-00 Ruota: BARI
Freq: 0, terno [54,64,80], data 0000-00-00 Ruota: BARI
Freq: 0, terno [02,08,39], data 0000-00-00 Ruota: BARI
Freq: 0, terno [34,36,57], data 0000-00-00 Ruota: BARI
Freq: 0, terno [22,58,75], data 0000-00-00 Ruota: BARI
Freq: 0, terno [18,36,59], data 0000-00-00 Ruota: BARI
Freq: 0, terno [49,67,88], data 0000-00-00 Ruota: BARI
Freq: 0, terno [36,62,82], data 0000-00-00 Ruota: BARI
Freq: 0, terno [40,80,82], data 0000-00-00 Ruota: BARI
Freq: 0, terno [28,68,82], data 0000-00-00 Ruota: BARI
Freq: 0, terno [20,21,54], data 0000-00-00 Ruota: BARI
Freq: 0, terno [34,36,63], data 0000-00-00 Ruota: BARI
Freq: 0, terno [40,41,55], data 0000-00-00 Ruota: BARI
Freq: 0, terno [43,58,63], data 0000-00-00 Ruota: BARI
Freq: 0, terno [09,32,61], data 0000-00-00 Ruota: BARI
Freq: 0, terno [17,26,34], data 0000-00-00 Ruota: BARI
Freq: 0, terno [31,39,72], data 0000-00-00 Ruota: BARI
Freq: 0, terno [05,24,50], data 0000-00-00 Ruota: BARI
Freq: 0, terno [03,04,77], data 0000-00-00 Ruota: BARI
Freq: 0, terno [08,17,88], data 0000-00-00 Ruota: BARI
Freq: 0, terno [40,45,82], data 0000-00-00 Ruota: BARI
Freq: 0, terno [05,50,67], data 0000-00-00 Ruota: BARI
Freq: 0, terno [16,38,70], data 0000-00-00 Ruota: BARI
Freq: 0, terno [34,60,72], data 0000-00-00 Ruota: BARI
Freq: 0, terno [02,14,77], data 0000-00-00 Ruota: BARI
Freq: 0, terno [10,20,75], data 0000-00-00 Ruota: BARI
Freq: 0, terno [30,56,71], data 0000-00-00 Ruota: BARI
Freq: 0, terno [07,39,54], data 0000-00-00 Ruota: BARI
Freq: 0, terno [02,03,78], data 0000-00-00 Ruota: BARI
Freq: 0, terno [01,21,45], data 0000-00-00 Ruota: BARI
Freq: 0, terno [13,75,76], data 0000-00-00 Ruota: BARI
Freq: 0, terno [44,49,68], data 0000-00-00 Ruota: BARI
Freq: 0, terno [35,45,57], data 0000-00-00 Ruota: BARI
Freq: 0, terno [14,29,62], data 0000-00-00 Ruota: BARI
Freq: 0, terno [04,16,90], data 0000-00-00 Ruota: BARI
Freq: 0, terno [12,36,40], data 0000-00-00 Ruota: BARI
Freq: 0, terno [18,21,37], data 0000-00-00 Ruota: BARI
Freq: 0, terno [19,70,73], data 0000-00-00 Ruota: BARI
Freq: 0, terno [38,52,79], data 0000-00-00 Ruota: BARI
Freq: 0, terno [28,29,88], data 0000-00-00 Ruota: BARI
Freq: 0, terno [38,45,70], data 0000-00-00 Ruota: BARI
Freq: 0, terno [26,81,89], data 0000-00-00 Ruota: BARI
Freq: 0, terno [32,43,68], data 0000-00-00 Ruota: BARI
Freq: 0, terno [06,29,71], data 0000-00-00 Ruota: BARI
Freq: 0, terno [03,58,90], data 0000-00-00 Ruota: BARI
Freq: 0, terno [22,34,75], data 0000-00-00 Ruota: BARI
Freq: 0, terno [21,34,36], data 0000-00-00 Ruota: BARI
Freq: 0, terno [31,60,71], data 0000-00-00 Ruota: BARI
Freq: 0, terno [01,03,75], data 0000-00-00 Ruota: BARI
Freq: 0, terno [39,66,81], data 0000-00-00 Ruota: BARI
Freq: 0, terno [41,76,89], data 0000-00-00 Ruota: BARI
Freq: 0, terno [45,74,87], data 0000-00-00 Ruota: BARI
Freq: 0, terno [15,61,67], data 0000-00-00 Ruota: BARI
Freq: 0, terno [04,41,73], data 0000-00-00 Ruota: BARI
Freq: 0, terno [12,47,71], data 0000-00-00 Ruota: BARI
Freq: 0, terno [16,73,74], data 0000-00-00 Ruota: BARI
Freq: 0, terno [14,17,60], data 0000-00-00 Ruota: BARI
Freq: 0, terno [07,41,77], data 0000-00-00 Ruota: BARI
Freq: 0, terno [20,33,84], data 0000-00-00 Ruota: BARI
