Freq: 0, terno [34,36,88], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [42,57,80], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [32,60,66], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [38,45,51], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [17,66,70], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [36,61,69], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [17,60,72], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [05,27,76], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [02,60,89], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [08,46,50], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [15,34,53], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [30,54,59], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [06,23,26], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [08,66,67], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [08,31,81], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [13,71,84], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [27,59,63], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [05,23,70], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [36,39,72], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [05,14,71], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [24,26,61], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [18,62,89], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [37,43,55], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [32,48,66], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [14,21,71], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [32,61,83], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [03,60,90], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [39,79,90], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [23,77,86], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [46,72,90], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [36,47,90], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [50,61,89], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [47,58,81], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [42,63,70], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [02,13,41], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [03,21,81], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [43,72,82], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [15,36,39], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [20,24,86], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [11,32,59], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [21,32,42], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [05,25,90], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [12,56,85], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [29,67,73], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [05,29,45], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [13,20,71], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [23,56,72], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [11,31,57], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [10,25,69], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [27,49,75], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [19,30,57], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [23,59,75], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [24,49,69], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [27,28,30], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [45,66,76], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [39,58,79], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [01,65,81], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [23,48,59], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [30,60,81], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [20,69,73], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [30,44,54], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [14,26,40], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [03,12,15], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [38,46,80], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [26,37,79], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [35,39,75], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [40,49,78], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [45,70,86], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [22,43,80], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [20,61,75], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [40,78,90], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [46,59,60], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [17,28,58], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [42,53,60], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [01,03,82], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [17,70,73], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [08,28,49], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [04,40,76], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [22,28,74], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [13,58,61], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [30,37,40], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [17,58,75], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [21,69,70], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [21,33,84], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [33,40,65], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [42,46,58], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [04,27,57], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [25,62,64], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [02,25,56], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [23,62,64], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [14,43,55], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [27,43,64], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [02,39,79], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [15,41,79], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [03,16,45], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [37,57,86], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [02,30,53], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [13,15,22], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [06,66,73], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [18,36,62], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [14,46,62], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [17,40,84], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [21,46,49], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [15,50,79], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [11,50,69], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [01,41,57], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [16,26,66], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [06,36,66], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [14,69,70], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [40,48,88], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [11,13,75], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [25,37,62], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [07,70,87], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [01,09,37], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [45,56,58], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [45,68,84], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [16,43,62], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [02,15,63], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [09,44,74], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [10,27,30], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [22,58,71], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [10,26,89], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [15,73,74], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [15,26,63], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [12,26,71], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [25,42,66], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [15,47,65], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [08,25,69], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [37,47,59], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [03,41,62], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [36,67,74], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [23,85,89], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [15,18,87], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [06,32,38], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [01,48,88], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [37,54,66], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [07,08,32], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [06,36,86], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [03,12,44], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [47,71,72], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [01,42,75], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [29,53,80], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [06,33,47], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [16,45,58], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [02,32,76], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [21,77,86], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [29,40,54], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [01,09,34], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [21,42,57], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [06,28,48], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [23,39,47], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [19,30,90], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [30,39,42], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [14,44,55], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [30,44,45], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [37,65,90], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [24,39,68], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [12,49,53], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [34,47,64], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [18,50,82], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [24,47,62], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [47,59,61], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [20,23,48], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [29,45,56], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [10,72,83], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [01,14,89], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [01,33,57], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [12,19,35], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [16,73,87], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [33,75,90], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [17,24,67], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [02,19,62], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [15,29,86], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [36,47,58], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [13,19,54], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [10,61,87], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [36,44,61], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [05,83,88], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [14,45,50], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [38,74,88], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [12,32,84], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [17,23,61], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [07,22,35], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [21,37,87], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [27,58,72], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [48,62,86], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [09,11,14], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [37,46,57], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [33,55,87], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [25,51,72], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [07,16,86], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [07,51,71], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [01,13,42], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [18,49,85], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [01,71,88], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [01,27,56], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [20,24,29], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [26,38,80], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [03,63,64], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [19,61,72], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [30,81,87], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [34,59,86], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [16,68,87], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [19,36,38], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [11,29,85], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [33,48,65], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [11,70,85], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [34,45,75], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [28,54,76], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [21,71,73], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [34,53,88], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [48,64,67], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [44,54,67], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [03,65,75], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [09,51,68], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [18,68,84], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [25,57,85], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [03,15,28], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [17,44,84], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [22,49,50], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [50,80,83], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [33,38,74], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [36,53,90], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [21,27,29], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [01,68,70], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [13,22,44], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [13,53,54], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [47,67,84], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [17,46,59], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [21,72,82], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [40,65,85], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [40,51,55], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [08,23,38], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [34,44,50], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [02,16,70], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [05,34,82], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [37,71,89], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [08,45,65], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [43,54,60], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [40,54,62], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [36,70,78], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [20,53,55], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [15,30,79], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [13,29,76], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [39,50,81], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [18,66,72], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [44,68,70], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [06,49,51], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [14,16,48], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [07,15,31], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [40,81,90], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [44,70,88], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [17,71,86], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [27,28,37], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [03,39,67], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [22,30,62], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [43,44,53], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [29,40,49], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [18,46,59], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [04,21,48], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [42,50,78], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [28,67,70], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [10,12,19], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [11,23,37], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [06,34,35], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [27,39,84], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [01,31,50], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [04,17,56], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [16,35,37], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [27,41,86], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [53,54,72], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [07,31,40], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [14,33,85], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [15,70,72], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [33,75,85], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [09,40,85], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [05,34,40], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [23,45,60], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [33,52,60], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [33,37,45], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [02,06,32], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [07,08,24], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [29,44,60], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [11,61,78], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [34,49,83], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [06,28,66], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [15,16,36], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [11,25,45], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [19,29,37], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [39,46,79], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [14,48,72], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [16,59,62], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [06,47,50], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [28,67,78], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [27,29,85], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [21,44,59], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [20,56,78], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [07,54,58], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [07,45,79], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [03,44,46], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [05,17,26], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [18,41,78], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [44,66,72], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [25,53,63], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [39,64,67], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [05,19,33], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [06,38,41], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [16,22,44], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [19,42,43], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [13,39,50], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [13,23,56], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [24,29,71], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [44,58,84], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [11,30,58], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [10,67,86], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [13,19,79], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [18,52,89], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [29,64,87], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [39,57,77], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [36,43,80], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [25,49,65], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [35,41,62], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [05,37,86], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [28,57,85], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [06,18,78], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [20,41,78], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [20,26,36], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [35,69,74], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [24,34,59], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [37,39,66], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [17,64,81], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [12,46,70], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [51,57,87], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [25,34,38], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [23,33,43], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [29,74,89], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [03,51,67], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [15,37,75], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [36,48,52], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [15,31,69], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [37,51,82], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [22,48,58], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [23,60,73], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [27,30,54], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [42,52,72], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [53,67,69], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [21,54,83], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [20,53,82], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [06,46,69], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [28,57,78], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [10,14,23], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [10,36,78], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [17,34,65], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [11,41,81], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [28,35,59], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [02,32,51], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [17,26,57], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [41,79,83], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [12,50,64], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [34,61,69], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [45,50,51], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [42,63,89], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [02,26,90], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [32,67,71], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [04,47,61], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [12,72,84], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [18,20,27], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [35,44,79], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [50,66,83], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [38,54,69], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [01,20,77], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [45,63,69], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [02,34,42], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [19,45,86], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [15,44,87], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [06,54,64], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [33,54,70], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [29,40,90], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [05,11,12], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [09,70,75], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [31,78,81], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [08,28,85], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [39,44,52], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [01,45,84], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [38,56,84], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [37,41,84], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [30,32,33], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [25,51,56], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [36,59,87], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [50,66,90], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [15,65,72], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [35,59,81], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [19,45,71], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [32,65,83], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [08,50,55], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [30,59,60], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [13,23,72], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [03,32,75], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [28,29,45], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [16,64,90], data 0000-00-00 Ruota: TORINO
