Freq: 0, terno [08,65,79], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [20,21,43], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [32,39,44], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [09,65,68], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [49,68,84], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [02,15,34], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [34,70,81], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [06,34,63], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [41,58,87], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [24,53,56], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [34,55,76], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [49,60,64], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [41,50,90], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [53,75,89], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [26,63,87], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [19,35,76], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [38,56,62], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [12,65,67], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [06,13,44], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [10,50,60], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [22,32,41], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [18,47,77], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [10,17,26], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [26,34,83], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [06,46,57], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [01,61,73], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [12,43,88], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [11,21,75], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [27,83,90], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [15,36,37], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [34,61,70], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [13,59,80], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [05,47,48], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [12,74,82], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [14,57,73], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [05,47,88], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [18,40,88], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [44,55,74], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [27,80,90], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [43,66,88], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [03,05,90], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [01,04,43], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [47,57,60], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [08,45,68], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [37,54,62], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [22,66,84], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [02,32,67], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [34,39,79], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [13,51,88], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [42,54,82], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [20,60,74], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [10,21,54], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [25,80,88], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [46,55,60], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [27,63,76], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [03,15,60], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [30,32,72], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [21,30,80], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [17,52,61], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [27,53,87], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [08,32,39], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [36,59,64], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [08,17,41], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [50,79,88], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [22,46,58], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [38,58,70], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [10,14,57], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [01,64,68], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [37,42,50], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [01,39,60], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [11,36,40], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [02,21,25], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [42,54,56], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [11,20,69], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [38,41,71], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [13,14,24], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [18,75,89], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [15,23,39], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [19,59,76], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [18,30,90], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [45,65,72], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [08,51,89], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [26,53,72], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [45,64,69], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [39,66,73], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [01,60,61], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [13,43,46], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [21,32,58], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [36,45,62], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [12,49,51], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [04,15,79], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [01,46,51], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [34,58,64], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [33,51,63], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [25,41,89], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [27,39,85], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [24,55,69], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [45,61,63], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [29,37,41], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [29,54,88], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [23,64,85], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [06,46,59], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [32,78,80], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [17,39,78], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [14,17,31], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [03,51,75], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [28,65,72], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [12,17,74], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [19,31,34], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [22,86,90], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [36,57,88], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [25,82,88], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [27,34,57], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [07,09,24], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [05,14,74], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [15,33,49], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [40,44,72], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [21,39,51], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [36,54,62], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [46,69,76], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [24,28,83], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [15,19,46], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [05,13,26], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [40,53,89], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [15,38,56], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [30,64,71], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [08,56,72], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [25,48,53], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [20,28,78], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [10,51,85], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [31,87,90], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [40,68,88], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [19,31,74], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [03,34,52], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [30,42,82], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [16,22,43], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [36,42,86], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [14,33,37], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [24,39,78], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [26,45,62], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [41,55,61], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [11,18,89], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [20,24,47], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [29,49,50], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [21,75,90], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [06,19,66], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [06,10,33], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [03,10,65], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [01,08,71], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [02,83,89], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [09,29,81], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [20,51,53], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [45,62,83], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [31,53,72], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [16,39,68], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [39,42,75], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [46,50,88], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [33,53,68], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [18,64,90], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [32,38,85], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [22,45,84], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [22,28,82], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [01,12,65], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [18,26,50], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [06,65,70], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [23,39,61], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [26,47,85], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [10,44,76], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [26,73,86], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [05,06,19], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [42,45,90], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [03,63,68], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [11,68,76], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [45,51,62], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [10,39,41], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [02,12,48], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [02,10,70], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [06,21,70], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [50,61,80], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [16,37,87], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [18,58,63], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [12,23,69], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [15,27,83], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [40,54,69], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [33,49,61], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [15,21,78], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [33,67,78], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [29,66,84], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [12,52,54], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [06,15,54], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [27,72,75], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [38,62,66], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [14,32,46], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [15,26,58], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [21,68,76], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [08,20,70], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [19,35,59], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [44,76,82], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [15,17,88], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [07,41,89], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [14,29,52], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [16,64,84], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [23,69,71], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [23,43,80], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [30,35,62], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [16,44,53], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [32,56,78], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [36,84,87], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [30,46,47], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [37,69,80], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [10,13,45], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [10,82,83], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [18,77,78], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [18,45,59], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [36,47,87], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [30,50,89], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [17,21,63], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [01,08,73], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [05,17,72], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [13,72,90], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [06,21,88], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [27,49,60], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [24,31,46], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [42,64,67], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [04,20,60], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [14,33,72], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [02,48,51], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [11,14,68], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [13,40,76], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [06,28,77], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [25,69,78], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [35,54,84], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [20,74,87], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [15,40,81], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [09,44,54], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [42,48,61], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [42,52,71], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [23,53,86], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [02,24,73], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [14,33,53], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [17,36,52], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [06,34,48], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [15,51,84], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [06,29,31], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [25,37,87], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [48,60,86], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [03,53,55], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [30,44,56], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [02,26,72], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [19,52,59], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [25,31,43], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [44,64,82], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [34,56,68], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [03,54,74], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [09,34,63], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [18,44,64], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [17,24,75], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [04,30,74], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [26,44,60], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [12,26,78], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [18,20,32], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [22,53,61], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [17,62,63], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [27,36,90], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [05,09,59], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [39,44,55], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [41,61,81], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [37,75,82], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [01,26,47], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [18,59,65], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [17,54,61], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [40,56,60], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [34,54,56], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [25,60,71], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [27,37,60], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [13,44,64], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [22,52,73], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [39,73,85], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [44,50,71], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [37,66,74], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [17,59,66], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [13,14,74], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [01,43,61], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [03,36,80], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [12,59,67], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [40,82,87], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [14,36,54], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [27,51,75], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [07,16,30], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [25,57,63], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [33,58,81], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [12,35,56], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [27,29,50], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [21,46,74], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [16,40,56], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [35,37,79], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [02,22,51], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [30,63,86], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [35,75,78], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [16,36,71], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [01,29,54], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [23,50,72], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [51,58,62], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [13,22,58], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [02,15,85], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [05,08,32], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [06,20,28], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [09,50,65], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [18,62,85], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [16,60,87], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [23,70,80], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [07,31,82], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [47,57,69], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [14,63,86], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [18,69,82], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [10,55,89], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [30,77,78], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [29,32,45], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [37,59,74], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [03,07,71], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [31,33,90], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [29,32,36], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [31,34,52], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [16,30,49], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [15,22,59], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [15,29,84], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [17,38,83], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [42,65,75], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [17,30,42], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [18,60,90], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [12,34,61], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [24,45,59], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [33,65,75], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [39,65,72], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [18,47,71], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [37,60,82], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [19,56,66], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [20,57,89], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [11,19,65], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [10,14,46], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [38,68,81], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [09,35,57], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [48,59,64], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [13,30,35], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [28,71,88], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [03,09,72], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [47,69,74], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [20,44,71], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [06,11,22], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [42,44,52], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [01,31,67], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [34,39,72], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [23,71,90], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [34,80,88], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [35,50,74], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [30,50,77], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [05,16,52], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [08,17,88], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [27,34,65], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [19,41,56], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [01,40,72], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [37,52,77], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [03,05,59], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [01,14,63], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [36,58,86], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [03,42,73], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [30,31,88], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [20,25,35], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [36,53,70], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [15,57,63], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [02,28,41], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [19,43,86], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [20,26,30], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [06,17,20], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [04,35,62], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [32,75,83], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [21,72,73], data 0000-00-00 Ruota: VENEZIA
Freq: 0, terno [01,33,61], data 0000-00-00 Ruota: VENEZIA
